,ID,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,20140101_N
1517,1518,1022.72,5242.6,5435.48,7249.46,7343.62,7592.74,7007.42,7576.52,7385.84,4638.92,570.451,5753.63,2021.97,7683.05,3105.01,611.876,1962.24,7844.91,6021.58,2957.73,6247.27,7188.13,2930.36,6329.2,7258.69,7177.23,483.724
1518,1519,7358.04,7658.27,7481.05,6199.84,6303.94,6256.51,5585.99,6624.07,6892.34,5407.65,2254.27,818.63,4773.01,7366.33,5110.01,650.956,3795.22,7280.12,5417.99,3552.97,4321.83,3802.42,3512.18,4746.9,5906.82,2511.93,1354.23
1519,1520,1331.83,6948.8,4923.79,4012.74,6408.59,7058.29,2800.75,7508.71,3966.53,7471.86,1545.67,8007.46,7078.27,7690.02,4113.13,2497.75,2462.87,2174.54,4360.92,1759.0,364.845,2741.34,4239.09,4429.75,6867.95,1014.6,3348.18
1520,1521,7639.02,1258.64,8062.87,7400.8,324.303,7424.69,2341.22,6939.53,2948.8,5582.92,1698.66,627.293,310.788,3190.1,1924.11,2336.14,4396.25,810.067,5092.22,3266.91,2063.53,2687.19,7539.71,540.997,5078.75,951.551,1162.02
1521,1522,6205.89,8207.85,7600.39,1747.11,3783.09,4896.28,1080.32,5060.25,7251.96,3348.5,790.943,7055.1,6979.03,7798.05,4117.72,533.847,2716.95,7999.41,6693.73,3993.23,828.834,2185.14,1016.63,6890.72,6866.5,742.208,1468.63
1522,1523,7787.28,902.074,1416.41,8051.79,372.99,734.316,538.034,1845.01,850.511,451.307,360.666,2633.77,312.006,1002.2,391.897,1312.8,2334.12,7579.57,6212.77,3411.48,3423.3,310.409,937.738,341.501,7265.89,396.801,408.967
1523,1524,931.7,4765.47,8133.12,2526.42,303.466,7382.98,3921.41,5410.0,721.621,3276.02,209.136,637.526,348.444,1049.55,574.894,1842.09,1444.05,1443.5,471.797,508.581,1841.83,360.661,776.565,467.144,5625.92,433.458,560.298
1524,1525,7809.35,7904.11,7742.18,2254.6,6461.73,5398.28,6161.18,7200.68,7520.66,7705.13,7598.24,6230.61,5595.74,2948.4,2377.76,904.141,1140.01,7939.85,6435.69,1881.33,1143.21,6404.19,692.143,7390.48,7487.71,7696.13,7280.7
1525,1526,7975.43,7835.24,589.211,8227.1,8022.42,8048.27,3724.23,7973.93,3316.76,8002.86,3992.84,502.276,2242.03,1160.55,252.409,4545.61,753.97,4659.61,5744.68,2610.91,1119.07,384.006,4086.37,610.576,7468.87,679.445,8129.22
1526,1527,7827.27,256.38,7857.05,8020.27,835.415,1620.1,678.543,7762.45,767.249,1797.49,249.214,3270.01,397.513,1079.22,746.964,1901.22,4395.64,802.532,7010.02,435.644,3950.72,328.619,767.306,579.639,6824.04,457.554,1422.26
1527,1528,7650.18,1578.95,7703.13,7792.09,341.894,5206.82,3507.7,912.719,1323.12,333.267,647.513,1005.94,359.287,744.655,454.489,1277.43,2940.24,4180.5,7098.18,7977.3,7264.92,382.873,2354.15,449.612,6882.28,382.111,528.544
1528,1529,4222.65,4227.88,2316.53,3415.34,3885.52,1466.34,4609.94,5468.87,5657.82,5689.36,416.857,6615.61,3113.13,7066.76,5755.73,317.794,3285.57,5999.66,3564.92,1769.54,3884.35,4174.56,4198.05,5194.9,5606.86,4688.93,447.67
1529,1530,7921.16,946.252,995.603,7989.85,3262.69,1671.67,7326.95,3408.82,6906.11,7147.9,1282.31,1505.62,1780.31,7228.39,1479.99,934.424,1821.72,7852.09,3326.02,8052.2,301.217,6211.99,6928.67,1101.28,8089.27,974.015,791.475
1530,1531,7631.18,8062.23,1533.81,5282.08,7867.28,4811.54,3801.31,7994.62,1085.03,7824.52,1906.63,7971.99,5732.86,6680.56,7271.95,970.959,1626.2,7693.63,1566.17,3183.29,394.998,4653.66,568.914,6729.47,7897.21,7708.44,4061.69
1531,1532,4742.88,6811.87,6955.03,6967.64,259.275,1772.8,6883.07,5374.37,1006.85,6425.62,6579.13,4351.89,3155.29,633.927,389.423,2692.65,3906.25,1775.23,6645.25,2112.07,6517.59,223.256,2498.4,2397.24,5327.38,858.232,6895.92
1532,1533,5828.94,7533.36,1846.22,6949.78,6937.1,7275.44,1325.77,7483.62,5651.28,7249.05,640.092,7784.62,4884.12,7865.93,653.402,2179.71,1218.09,7377.75,6506.17,2068.61,335.234,6779.54,6796.62,3888.06,7217.57,7057.87,7251.98
1533,1534,3440.49,1437.89,1231.04,6390.66,3213.44,7758.74,813.194,913.081,764.446,7705.59,1508.23,1508.34,748.591,760.884,391.864,4428.14,667.995,7441.6,1279.83,6593.01,6985.93,314.575,2568.22,2545.57,7240.98,549.607,965.185
1534,1535,7158.2,7756.9,5570.88,2608.85,740.76,569.203,3410.88,7848.91,7854.14,7793.32,7697.1,467.915,1635.9,1027.88,676.449,2754.45,3619.3,7220.18,1307.7,1608.83,2412.52,547.407,7423.85,2582.42,7043.02,3402.28,1346.67
1535,1536,7080.15,6984.42,666.171,776.634,1416.73,1957.56,7211.64,5879.8,1022.54,7643.03,7418.28,454.613,4334.16,900.821,1402.75,2295.95,3236.75,6706.54,3115.7,1049.84,660.542,2002.18,506.485,1517.17,7256.49,2530.16,7835.09
1536,1537,5044.53,7897.06,1063.4,7768.55,1188.56,3897.83,7719.56,6556.49,3783.73,8002.27,7508.87,4373.44,4711.23,1431.79,1204.71,1401.51,6765.59,7664.79,1642.02,1491.95,1072.91,897.84,7557.35,1237.97,6630.97,1526.68,8121.64
1537,1538,5869.88,7758.76,5487.87,1393.3,6866.2,3919.02,2099.96,4386.85,2437.35,5881.84,1098.19,1619.41,5874.08,1899.93,490.737,1359.29,6270.36,2028.69,920.595,7637.07,6259.26,1319.3,3222.07,586.625,2210.86,598.169,7140.35
1538,1539,7808.52,296.996,7712.31,7883.35,232.656,3804.33,4817.83,6858.83,955.943,7662.63,4406.3,1721.36,1080.95,2083.42,2719.2,1725.73,4051.91,2784.63,7036.92,2652.49,6365.62,1613.48,4036.65,307.88,7605.91,537.018,922.975
1539,1540,7754.57,1293.45,7468.57,8213.04,403.078,365.392,493.028,2795.08,1645.68,859.586,555.21,1968.33,324.633,980.566,456.414,1423.42,2623.05,7673.46,4650.78,2241.83,1802.47,315.379,6506.08,310.531,7295.03,484.302,459.635
1540,1541,7838.42,7840.69,7915.96,7054.09,7285.4,7406.86,670.682,7340.98,7184.77,6907.81,5755.43,7294.84,4483.11,1446.49,6082.61,1090.78,1974.39,7866.13,478.856,1755.4,656.422,7118.51,556.49,7136.8,6940.78,5025.97,6955.16
1541,1542,3820.53,8283.99,8170.5,4695.07,6342.78,1618.79,5532.5,7820.66,7567.57,2490.34,1440.42,2014.55,5080.27,3817.51,4040.25,477.449,2065.05,7941.14,6044.0,4838.17,1141.07,5622.06,825.935,384.36,7626.6,3739.4,7597.51
1542,1543,1541.64,5432.63,1113.73,1632.49,380.726,6105.61,1857.35,5625.39,1726.58,4633.12,465.226,1174.53,458.758,905.067,468.025,2377.97,1538.06,1166.29,877.827,771.678,4555.17,647.487,3704.32,482.826,4288.29,1906.41,754.793
1543,1544,7910.46,894.809,403.291,8083.65,927.866,961.695,7405.35,8078.83,1557.24,969.606,573.216,919.531,1105.73,3133.88,2000.16,1129.43,1875.32,5407.43,6000.95,7576.44,498.161,2548.48,5110.11,403.372,8319.6,568.916,1142.82
1544,1545,6796.27,7109.19,468.78,6721.31,7158.53,7470.41,5347.34,7672.75,1331.98,7743.81,7624.32,479.889,1425.35,1047.53,261.554,3903.55,807.519,5996.56,5887.23,7402.61,3018.95,277.373,7545.87,699.088,7103.21,782.703,7732.33
1545,1546,7217.46,5752.7,340.437,1605.77,1182.64,3844.47,4660.11,6569.37,6175.11,7504.02,7497.79,496.06,1002.16,1118.08,570.872,2469.05,1287.55,2287.38,4303.13,840.459,1306.15,589.289,6069.16,1752.89,6587.35,666.697,6871.1
1546,1547,8047.35,8322.39,8085.23,5104.7,6652.4,6473.92,4428.27,7131.71,7050.2,6903.77,1798.01,7775.94,2162.79,1330.72,754.408,1220.57,1837.68,5659.24,328.802,2573.5,598.768,5926.01,3456.27,6984.55,6784.18,6788.48,2554.4
1547,1548,7897.73,994.389,8450.01,8343.32,1385.97,7846.92,254.494,2978.34,7628.38,7792.59,364.545,578.012,1332.22,1456.11,329.905,2098.03,1901.65,8068.07,7048.27,8370.0,1369.45,516.559,3047.38,669.763,7167.5,1951.9,3307.57
1548,1549,4935.49,3336.31,2921.17,4306.85,4611.14,4308.17,245.641,6779.46,5344.74,3580.43,2952.45,2023.41,2990.85,1321.88,313.521,2127.21,1694.09,2158.62,2039.66,458.215,3481.81,538.381,6228.79,2425.08,4841.33,2065.28,1361.63
1549,1550,7717.69,1125.4,8261.6,8054.81,414.626,565.84,555.132,5176.1,1902.12,349.791,407.644,1062.98,283.943,1043.65,769.792,1442.28,1992.33,7611.83,3140.29,2098.94,1969.18,243.21,2694.69,308.049,7253.93,463.02,411.154
1550,1551,7514.11,7538.48,2671.99,7617.58,499.227,5505.14,4424.19,2757.18,650.242,7008.21,4687.08,2387.89,5634.74,313.788,6053.34,2260.49,5063.91,7509.17,6217.17,456.735,5942.01,6933.14,522.934,3598.79,7538.98,1808.26,3511.11
1551,1552,7598.64,1559.16,6348.87,8109.01,746.596,8054.19,992.671,8135.45,598.032,1959.4,4183.76,1895.4,1046.65,923.242,609.768,1890.81,1330.39,7699.8,7396.26,815.166,7442.88,534.274,4485.74,505.655,6454.83,1587.5,628.006
1552,1553,8057.67,3852.17,7841.07,2947.35,412.019,6021.43,1484.88,3689.36,744.704,938.199,3663.14,1479.69,438.221,638.7,526.463,1198.95,2501.8,1329.49,7017.25,6069.19,1096.76,367.471,3189.7,476.072,6301.23,446.638,637.113
1553,1554,7660.98,408.09,6196.19,7887.41,341.768,472.373,761.619,6506.94,2846.69,491.071,325.249,6760.88,292.967,924.568,382.13,1601.16,1046.75,7549.43,931.034,1381.28,7206.73,366.996,465.689,305.356,7033.77,407.044,354.857
1554,1555,7656.67,8124.42,2524.12,3939.06,3792.88,7437.23,3305.67,7287.35,7650.03,7189.74,940.023,335.471,3272.03,7294.95,5615.63,490.849,5564.5,8120.55,6132.33,4966.92,893.769,4827.28,1948.28,5290.86,7461.65,6898.87,1327.28
1555,1556,1805.71,6492.64,528.799,7574.15,876.807,7565.65,3108.37,1442.1,989.559,8023.56,7689.03,1617.5,608.039,916.894,315.21,3585.43,692.278,5306.36,3876.23,2952.03,752.793,434.456,2267.55,982.241,7273.39,890.672,6345.13
1556,1557,7695.95,537.769,7091.8,8049.01,245.96,1325.77,939.367,2194.89,535.211,7567.68,1042.19,1340.08,985.155,2452.43,5046.45,1803.7,2338.55,409.701,7345.67,1101.69,2433.19,2084.44,2336.45,386.36,7124.5,565.342,1201.54
1557,1558,7694.54,8396.09,8323.32,3585.19,7427.65,8247.35,594.691,8189.77,7961.29,7961.27,5204.96,6689.49,3861.37,6654.41,813.833,911.034,4639.22,1341.71,736.573,3284.65,1210.21,7972.57,1103.08,4577.73,7715.64,7698.47,652.806
1558,1559,3003.01,8078.06,914.176,2241.06,7620.51,7807.81,540.397,7860.31,4541.4,7576.22,2693.57,7928.28,5842.91,6483.27,7263.18,765.231,3964.83,2081.87,3288.82,3676.89,568.87,2865.67,713.244,1149.85,7379.73,4427.48,1369.47
1559,1560,7150.99,3934.45,8371.62,8018.09,1696.05,7975.98,4908.49,4667.47,7805.12,1033.68,1282.85,7272.62,784.137,886.227,1699.74,460.139,4782.01,8241.16,5549.41,4980.22,529.217,3305.96,860.198,1858.91,7642.05,697.174,2061.23
1560,1561,7893.04,4952.31,8150.96,8103.32,330.369,7559.6,1767.26,1233.49,1713.67,361.158,1252.15,782.921,439.141,700.973,484.18,1394.64,3084.75,2281.07,7380.16,2440.24,7210.84,347.048,1872.09,368.254,7114.17,424.7,668.629
1561,1562,7732.24,7114.29,7797.33,6606.99,7920.49,7900.34,2882.42,4164.56,7507.04,7387.39,3467.52,7511.24,6552.47,5931.42,1305.78,1022.49,2537.57,2401.79,603.067,2436.06,3794.91,684.923,1518.93,2951.66,7580.05,6821.85,1042.95
1562,1563,7667.16,7819.7,7594.88,6918.11,4118.16,3336.07,960.235,5601.5,6510.51,7753.34,1121.89,6245.39,1025.83,7978.18,2572.27,592.1,3484.93,7915.91,511.352,4235.28,3926.86,5299.6,1700.43,5166.0,7319.38,6673.31,508.987
1563,1564,7829.81,8121.22,8139.6,7543.49,7124.54,7748.93,2295.95,7868.46,7938.73,7930.72,2332.46,8331.18,6594.04,6631.46,7666.44,769.851,1883.13,5867.1,796.346,2808.84,6117.46,1109.1,5871.4,640.156,7836.6,7942.38,2503.77
1564,1565,7362.24,2025.48,888.806,7514.79,366.273,7923.63,7298.01,2646.1,8067.34,7913.29,4331.6,4932.53,351.987,2145.7,949.114,1545.98,4773.66,1460.12,6670.89,1234.09,1466.15,2332.75,2967.43,239.827,7511.48,2624.41,4801.03
1565,1566,7730.45,8104.08,8237.54,8120.34,437.401,8075.36,7628.36,8210.97,8377.89,8054.36,3016.1,2342.86,7443.58,1087.37,7664.51,1420.12,4649.16,7811.77,6263.41,4534.76,6722.22,1631.31,653.667,251.367,8232.98,8109.54,2001.63
1566,1567,1703.98,2087.35,1078.51,5380.4,606.648,6740.46,889.889,1960.02,2978.32,7130.93,1523.6,2183.0,667.2,757.928,518.727,3515.89,1207.63,6098.83,721.858,1615.5,3489.51,326.337,500.576,778.179,6441.35,1467.77,1810.12
1567,1568,7376.74,5861.68,6241.16,3746.08,2913.32,4605.36,4251.33,3325.43,5894.66,6401.17,6983.49,6916.74,6240.77,1940.15,6392.1,1171.07,1965.03,7027.19,4604.73,1662.83,760.801,3976.42,394.282,4837.33,5076.79,5982.52,6635.06
1568,1569,7786.52,546.94,3670.6,8110.54,942.775,709.148,1968.48,8160.68,3813.49,2231.04,341.666,3284.47,435.039,1067.61,464.957,1563.51,1279.2,7847.71,1327.61,1348.8,759.946,352.968,471.683,360.792,7332.9,562.666,947.896
1569,1570,7793.45,753.186,7003.34,8370.83,1494.19,8167.79,493.938,6799.67,8067.8,5312.74,382.13,648.658,937.927,1489.32,380.428,4339.14,2281.82,6951.86,2780.85,8427.31,1188.85,413.539,874.916,462.322,7589.34,1839.01,2032.55
1570,1571,8377.72,6406.29,984.936,4081.24,6278.52,7116.28,1096.68,8073.19,8233.88,8303.24,4156.4,1015.91,868.414,1840.06,300.472,3574.72,715.409,5746.7,5140.14,2497.09,1588.93,460.764,5173.55,4136.58,6082.54,969.187,7581.15
1571,1572,7609.87,8182.66,5721.84,4920.64,7485.21,7784.46,7438.93,8039.5,8069.63,8100.04,3014.97,1995.2,986.632,2758.36,2234.15,1519.45,2290.31,1609.07,364.933,2324.03,429.987,6446.17,3485.92,7797.13,7899.72,8025.19,1257.78
1572,1573,7698.42,4578.6,7954.61,7347.63,2350.9,7547.27,5384.15,1848.6,7634.44,6221.4,1844.8,7990.39,1484.49,6852.78,2108.33,424.111,2784.63,1260.05,4177.61,3033.58,850.878,5626.62,1110.75,2882.4,7374.03,7282.05,5385.17
1573,1574,7677.3,6018.65,860.727,5316.33,7239.03,6971.25,613.24,7360.24,7086.98,7413.44,4650.7,6441.75,6868.12,3812.89,4211.18,771.817,4006.81,6072.94,134.509,1857.75,551.683,2800.36,1617.91,5905.22,6590.96,6854.24,481.638
1574,1575,7865.25,8226.81,6050.6,5601.48,7493.03,7381.68,5614.18,7335.64,7237.85,7272.54,4079.08,7889.64,3647.87,1278.21,2430.81,958.089,1497.11,8293.18,574.076,2705.69,3308.95,4057.21,565.393,7568.44,7243.91,4617.62,1417.18
1575,1576,7746.46,3121.6,6300.92,8034.79,269.399,4460.99,844.614,7582.78,467.656,391.116,289.762,1270.99,442.595,812.012,276.563,1208.29,1707.06,411.146,1157.41,3378.18,5189.05,194.252,391.922,338.543,6549.9,280.794,449.227
1576,1577,7320.87,7352.9,7004.59,5242.33,3753.37,5603.0,2613.37,6923.64,6813.26,1778.76,1242.25,1547.12,4050.66,1039.57,7838.33,503.112,3810.11,3601.33,4014.15,2386.56,1632.48,3878.97,2600.93,1787.42,6888.07,1305.1,3237.91
1577,1578,6268.71,1029.59,5816.36,4843.92,4130.69,3090.83,1927.31,7982.56,6539.96,7895.17,6962.44,698.33,537.897,1688.82,346.714,3258.57,743.6,4639.3,6573.8,370.855,1717.98,572.126,7102.82,1582.81,6839.47,1062.98,5369.64
1578,1579,7768.25,396.313,2120.4,7908.02,325.724,738.124,785.127,7629.04,2092.65,528.471,285.787,7039.92,281.837,897.934,444.143,1491.24,1079.24,7711.36,4783.98,6055.31,7613.34,450.523,633.474,339.586,7068.29,486.046,361.972
1579,1580,3255.28,4049.04,417.506,7190.76,527.326,7384.71,451.831,7323.41,7372.49,7401.44,642.024,1001.45,552.742,880.603,494.103,3441.81,1194.71,5093.43,3114.68,813.501,1247.18,559.647,7182.25,1429.59,6574.98,6856.89,615.498
1580,1581,1258.41,6770.79,5577.54,6929.36,6814.82,6842.96,5582.79,6657.89,4271.74,6241.13,1052.07,5806.51,3711.92,4228.33,7856.32,485.59,3999.54,5231.73,667.73,3268.96,284.484,794.013,871.574,1227.54,7179.38,5497.04,795.554
1581,1582,1152.02,7828.27,566.485,920.593,7265.67,7562.98,1750.59,7952.88,7970.62,7840.74,749.733,8131.85,5284.22,855.366,5338.99,371.452,2060.77,8043.64,935.43,2275.81,2820.77,3866.1,1048.51,5277.33,7517.7,1700.89,1681.25
1582,1583,8053.44,455.198,6559.49,8245.06,567.577,7791.41,1041.89,2602.73,594.514,1018.55,1032.77,1041.9,390.232,451.514,782.599,1338.43,3168.0,4324.45,4922.58,6335.08,7334.02,570.97,334.817,878.068,4985.14,768.805,515.517
1583,1584,7667.0,539.815,5171.87,7806.57,590.148,4711.16,1397.79,1238.49,834.479,1081.44,228.162,1125.59,599.532,482.925,778.23,1507.05,1407.45,7431.76,5259.04,701.272,4425.81,346.422,1712.5,472.027,6496.16,772.806,803.246
1584,1585,7775.95,404.017,2000.07,7782.85,1555.33,6683.46,6104.01,740.435,1011.62,2987.11,3278.44,645.476,1405.4,1928.76,665.359,1878.77,2870.2,3307.1,7013.23,881.219,1073.81,6977.41,1911.98,2767.23,7454.0,433.941,1106.64
1585,1586,7076.13,7636.78,7777.9,7675.01,901.085,5324.04,6389.35,3220.01,1231.34,7569.06,5122.72,6420.11,5765.79,321.556,5549.18,1954.02,5287.77,7458.12,4569.07,2168.77,6659.05,6412.04,754.856,5956.18,7064.05,592.359,637.987
1586,1587,7734.57,8374.9,6379.4,1472.41,7751.52,8134.5,5318.07,8170.93,3937.64,7959.21,3795.59,8354.96,7403.93,8108.87,4773.01,713.536,4951.45,4479.03,661.585,3985.11,3959.55,476.691,947.373,2095.53,8003.94,7392.28,1190.96
1587,1588,7590.3,4392.01,6779.5,7065.2,153.287,3816.15,4088.0,3966.16,1075.15,7231.86,1026.13,3118.69,1010.8,1546.07,573.008,1909.13,2733.3,4140.4,5361.88,936.344,6647.01,356.337,4352.18,2585.28,4035.87,828.117,7787.47
1588,1589,8053.41,622.381,7748.8,8066.12,508.95,8070.0,3897.04,1305.12,1258.25,7827.69,1641.17,884.899,2002.78,2494.82,651.494,2238.11,5681.05,2113.08,7210.0,1825.26,1333.04,7350.92,501.51,2497.33,7902.19,386.634,780.635
1589,1590,7784.73,5727.65,8225.75,8203.71,1187.14,7884.44,241.555,6635.47,1802.11,6886.55,2714.56,1629.61,1790.51,1346.6,430.286,3119.82,1858.33,5388.88,4685.17,4361.39,6474.45,738.392,5287.48,972.821,5540.02,1886.62,539.524
1590,1591,3108.73,7713.39,7312.99,5857.86,1190.66,1861.94,4142.75,7234.96,6211.91,3113.75,780.243,7610.81,6942.85,6942.34,6999.57,512.678,3279.51,5597.63,5128.44,2753.84,1915.99,2223.14,1836.44,6554.43,6750.82,6539.0,1667.12
1591,1592,7270.55,6523.13,1269.05,7728.92,1194.01,7706.48,1304.13,7893.05,3228.49,8001.65,505.813,1669.53,451.573,1141.04,469.101,2728.08,1718.2,1250.99,4524.51,775.957,1461.2,631.643,7606.85,436.512,7490.99,3028.74,590.95
1592,1593,1632.23,5544.18,579.333,1540.55,7087.59,5336.29,7355.45,7954.22,7937.99,5872.02,654.661,7169.54,5061.56,8259.73,7657.4,465.158,2062.07,8067.78,2956.55,4296.82,6096.74,6830.94,926.552,7599.39,7764.33,7825.5,536.766
1593,1594,4955.91,5148.22,753.351,1608.76,338.552,564.702,3921.02,1153.66,4994.21,7191.72,4380.17,484.019,3706.05,1155.1,2466.72,2594.67,4434.49,7767.23,1295.78,8122.7,5840.0,629.933,4382.09,1753.48,5860.59,1637.9,5537.82
1594,1595,7708.29,7370.36,7167.3,6519.76,6535.64,7044.63,586.548,4454.44,4642.43,5141.24,5421.57,6212.67,7439.87,1436.04,2434.69,710.199,4727.85,7928.66,6246.06,2145.78,5066.57,4340.94,6792.6,3996.83,7148.48,5194.25,597.733
1595,1596,5731.24,5547.98,1160.5,4834.82,5064.95,3503.43,4780.41,4887.11,4692.07,4253.31,380.738,2101.03,5016.94,6116.04,5592.37,320.687,4723.6,5043.12,4585.1,2860.38,5411.28,5753.1,3692.55,5428.03,5945.77,5286.21,467.066
1596,1597,3313.01,3644.14,1217.15,7475.01,2829.8,7645.54,4118.51,5167.9,7395.34,7303.18,911.07,1011.46,618.204,722.679,468.789,3358.77,1601.68,7286.21,725.192,6757.4,1389.76,420.08,944.436,1325.59,7111.37,1939.67,6624.76
1597,1598,7351.85,7690.0,7278.98,5176.36,1847.64,5369.85,678.559,5032.04,6800.0,2766.59,797.06,5980.99,5362.73,4945.95,7102.74,697.632,3894.08,8097.42,6503.84,3732.12,4101.95,3203.77,828.854,3127.26,5774.03,2790.15,1184.4
1598,1599,4617.46,7963.01,5674.77,6408.23,6711.39,7127.45,1111.74,7720.08,7347.41,3729.76,1137.72,8377.89,5308.79,7409.37,2906.71,670.684,3124.46,7259.66,6325.59,3348.27,1246.92,1881.13,2643.61,7106.39,7369.42,1794.25,1947.86
1599,1600,7623.11,6278.54,8265.49,8118.03,438.246,6216.41,529.828,8095.83,952.895,500.264,276.997,647.463,770.362,622.053,673.619,1682.07,1198.86,7501.11,7256.86,2926.59,3475.27,511.244,1415.64,686.819,5589.12,1422.14,827.941
1600,1601,7693.73,418.68,8183.46,7795.7,265.011,6736.36,4250.53,4933.21,4996.9,7782.31,2622.69,1015.67,579.907,2563.15,1185.7,2140.63,5600.8,3581.96,6921.88,2073.6,5245.02,901.591,5924.43,634.038,7277.04,1013.29,2609.39
1601,1602,8137.24,6120.38,8347.25,8240.83,3066.8,8067.23,5347.56,7078.25,1368.45,7956.17,446.506,1736.45,667.912,1254.01,3958.17,1055.44,7491.23,703.614,6694.37,8093.44,6769.22,1532.12,6315.21,432.8,5135.01,1575.18,699.77
1602,1603,7825.86,1857.66,1037.89,7708.75,270.205,7628.43,5227.54,698.493,1269.82,7652.62,7572.89,2534.27,715.849,3109.93,1503.34,2059.78,4794.56,720.363,6976.58,1514.98,6642.06,4124.25,1720.41,424.376,7168.68,598.993,2280.1
1603,1604,6981.6,8223.39,1353.62,5128.04,6970.55,8022.31,7263.3,1946.27,7522.48,6172.33,465.812,906.556,1736.51,8063.51,1815.3,644.534,5097.13,1378.06,6806.76,4371.92,6741.91,4230.74,1269.19,3625.43,7803.75,7474.04,745.118
1604,1605,5879.82,8289.04,7140.43,3425.96,3892.96,4948.36,2112.98,5928.2,1016.88,7047.41,1965.31,2101.74,1581.58,1385.12,316.458,1750.73,6944.87,1030.77,6702.75,4959.71,6468.43,3025.89,5520.64,480.664,4860.6,703.245,4245.74
1605,1606,5936.33,5735.83,6468.29,6096.74,6346.78,4403.85,506.232,5613.67,5575.31,6468.67,764.599,1956.65,641.03,1401.77,303.162,3680.34,1070.53,7073.15,6002.76,4682.42,2238.31,347.941,6151.37,343.072,6190.95,6670.02,5085.58
1606,1607,6491.27,6982.57,944.295,3488.13,1502.9,5638.4,1245.48,4314.74,5503.35,6538.15,924.533,3356.9,3471.39,4040.4,4691.06,657.529,3661.3,3120.47,3144.51,2625.3,2028.33,3723.25,651.827,1669.41,7837.13,4928.08,5128.12
1607,1608,5959.62,7700.9,6825.46,6332.36,6399.67,6856.82,4486.37,7613.44,3698.56,7877.2,2326.4,8311.47,1708.75,2536.26,5681.58,569.656,4344.64,8249.99,943.894,2036.24,3177.54,1515.28,6595.99,2452.83,7372.01,1013.21,1678.85
1608,1609,5505.22,2694.04,6648.21,4094.02,1249.22,7347.25,7274.82,7706.44,2619.74,7696.95,7695.55,1544.89,2042.2,2007.46,6229.07,662.561,1183.26,7831.94,6658.79,1957.86,1821.36,4704.97,365.171,5483.97,7371.59,5938.44,7608.74
1609,1610,1333.43,8402.93,2820.51,7945.72,6437.98,7181.6,7701.61,8027.27,7880.15,7823.13,582.394,597.303,7042.76,8239.13,7623.22,584.734,4599.79,8228.95,1325.83,862.389,5766.55,6300.56,637.892,7827.5,7843.48,1281.01,1009.73
1610,1611,8086.95,689.576,8380.51,8413.29,713.97,6168.13,602.419,522.297,7382.86,6375.58,243.303,1339.72,1195.14,2145.25,427.478,1098.41,1538.38,4358.13,5546.07,1687.58,489.439,1962.43,1521.98,878.957,8023.48,1197.36,4821.95
1611,1612,7043.09,2357.68,7362.11,3449.93,580.748,7392.67,7315.66,4203.16,3821.48,7402.98,872.042,522.102,1030.45,739.982,840.009,4404.04,1783.13,4222.51,3053.47,637.9,2796.4,3105.05,3364.56,844.903,7020.45,2381.54,2271.1
1612,1613,7394.97,5162.07,6272.29,6504.44,374.486,5868.97,5820.24,7305.52,7626.56,7248.38,1687.08,1247.06,7156.45,973.573,7793.9,1512.28,1550.5,6585.75,4629.53,971.545,4603.23,1723.46,1295.22,292.99,7573.67,7812.45,1629.25
1613,1614,7741.19,8272.05,8228.54,7978.79,2976.08,7243.57,2958.51,3500.11,7522.53,7536.94,1291.56,6839.03,559.911,7848.98,3169.82,544.241,1841.27,7974.58,406.097,3913.39,2641.74,812.601,965.559,7414.2,7433.49,3243.51,480.401
1614,1615,7464.51,7477.2,6454.57,4874.75,4982.72,6493.96,759.166,6436.67,7014.61,6487.67,1550.55,7954.33,6443.16,2036.37,5746.54,958.755,4101.35,6491.56,4580.84,3404.88,1224.42,3024.57,2526.65,1493.62,6407.49,6375.96,1124.72
1615,1616,6853.72,6038.02,1140.52,4209.47,4539.99,4779.97,3674.67,1915.32,5878.71,6300.04,3954.69,6593.89,5898.85,1556.08,4317.42,1085.35,1914.88,4715.32,4297.52,1599.72,3825.05,4055.1,1153.51,4677.71,5147.06,5456.35,6432.41
1616,1617,964.065,6191.66,7813.84,2881.05,331.993,7623.85,5213.83,1174.96,7666.37,7476.42,7461.28,719.982,2939.01,706.362,570.745,4060.76,1502.43,7530.14,3484.86,513.014,5768.0,442.07,670.585,1155.0,6829.96,3348.29,2770.96
1617,1618,7624.36,2403.3,8054.3,6407.88,1263.14,3408.25,1578.55,1842.16,8063.08,7243.22,271.466,1112.82,871.482,1513.16,267.678,1513.49,2953.82,3952.15,7204.26,8200.22,1363.95,1500.45,519.553,772.365,8186.03,4563.59,6380.71
1618,1619,7739.13,4077.81,6570.41,5930.21,5729.24,6207.43,4212.33,7095.9,2522.54,7499.82,5945.53,8132.7,1129.16,1519.94,2215.32,1062.03,1353.17,6619.73,3214.95,2647.69,1173.95,4843.97,4354.48,986.104,2590.33,821.554,4831.62
