Unnamed: 0,ID,class,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,20140101_N
6183,6184,forest,7642.27,655.297,,7873.7,358.698,393.202,532.218,,2447.6,553.518,365.836,,305.185,941.037,,1546.41,988.275,7607.97,980.746,6445.86,7254.42,347.482,598.098,352.894,6809.93,456.829,450.692
6185,6186,forest,6092.39,4709.25,552.102,7496.98,1648.25,5966.16,,604.339,456.191,7904.22,4552.99,4528.35,367.802,,317.999,3734.13,673.673,,1819.6,6606.15,,334.096,,691.593,6978.3,544.689,6873.71
6186,6187,forest,7333.33,3884.62,5723.45,5692.63,187.565,,4213.15,7300.75,588.847,6299.5,1298.43,2531.2,714.203,1259.07,958.739,2208.98,3285.22,4746.97,,937.855,5906.14,334.028,5759.87,1798.2,4956.93,751.984,7898.78
6187,6188,forest,6328.78,6862.75,752.587,7199.33,6670.75,7000.0,3111.96,7174.9,656.919,6809.0,7103.9,827.335,1075.44,1129.71,299.115,3754.04,,3646.03,5807.45,2824.99,,,7066.69,,6386.0,2808.18,
6188,6189,forest,7643.13,7218.88,2678.62,3569.25,7782.5,8004.28,5207.66,8088.54,797.475,8227.87,7861.41,490.151,,1159.48,311.628,4168.25,810.591,7678.02,6826.92,7999.63,2101.09,290.061,7415.4,666.257,7417.99,5008.03,2649.68
6189,6190,forest,4715.46,3713.73,6758.22,7229.1,7308.69,7165.56,170.712,5433.19,6880.75,6583.13,6366.03,3760.47,1984.9,1488.81,236.415,3426.03,,7414.75,4856.7,7410.81,1098.7,,4987.87,1062.44,6331.61,3274.67,3457.89
6191,6192,forest,7856.02,2228.18,8233.0,8095.34,261.64,2753.21,1252.12,7587.03,639.539,396.631,,,388.803,,,1469.35,1422.07,763.602,885.009,,,405.571,3676.53,454.506,6668.76,248.482,368.25
6192,6193,forest,7579.57,,5199.59,7843.35,1070.59,1380.36,677.665,,7792.23,7853.86,803.213,3006.57,613.702,,479.086,2984.31,,5167.79,5272.87,1195.95,,353.74,2829.57,393.595,7124.76,5654.06,1677.81
6193,6194,forest,6075.41,4328.52,,8079.01,200.741,,4112.22,5477.75,888.893,6116.98,1231.37,3435.19,,1633.08,659.56,1685.07,,5400.69,6496.0,926.372,,293.912,7942.04,2688.11,7080.11,974.884,7367.0
6194,6195,forest,6495.69,642.896,2331.85,3333.33,4922.53,4685.51,4149.3,,1635.42,6006.02,1537.12,661.582,446.316,950.217,1516.4,3369.3,660.592,1974.99,1201.08,550.727,507.395,402.644,,,2400.71,604.775,5890.76
6195,6196,forest,7913.65,2921.19,1221.77,1920.36,1367.3,7894.74,3078.15,5022.1,2315.11,7970.1,3728.38,501.95,550.57,964.139,392.427,2573.36,946.509,7802.89,7244.89,1322.31,,499.533,7497.04,2502.21,7637.21,538.21,3249.68
6196,6197,forest,7669.99,6301.18,1225.87,5948.68,5915.45,6365.55,2512.87,6845.68,6637.35,,790.824,3104.31,643.273,1351.08,353.434,3540.7,638.242,1425.77,3903.42,712.586,3765.82,327.888,3922.28,,4080.38,894.357,751.626
6197,6198,forest,7873.5,8114.03,,8253.45,682.155,1965.55,3236.51,1253.81,685.453,1651.55,562.814,1269.47,1207.98,842.219,480.211,1423.06,,7994.26,5438.51,439.59,648.28,377.101,4888.29,415.315,,929.77,1028.88
6198,6199,forest,7599.95,844.492,7957.65,7782.53,428.609,,5631.44,6504.65,514.916,7360.21,,1129.32,411.404,789.211,474.938,1270.49,1393.87,4366.35,6896.55,1551.6,2117.66,324.565,3486.85,437.349,6351.49,545.758,695.287
6200,6201,forest,8203.4,3673.46,940.186,,7952.32,6357.08,,8205.63,8259.47,8320.29,4301.93,1101.24,812.421,1390.8,407.979,4115.74,,7563.9,6790.64,365.596,5664.11,382.623,6269.08,1391.66,7576.41,609.393,2076.06
6203,6204,forest,6071.19,418.144,5826.82,7448.74,687.472,1591.42,479.53,7284.26,916.14,2537.54,268.188,1367.14,363.406,861.562,539.273,1740.23,5046.06,1547.99,5659.88,458.673,1381.05,335.098,771.63,691.432,5110.92,485.819,2703.29
6204,6205,forest,1272.58,,7896.6,1075.64,380.955,539.645,7136.95,2045.2,5392.14,6744.97,5359.6,310.418,2006.03,1076.82,3331.26,2565.48,6075.27,8016.85,1253.84,1606.36,818.539,1367.97,,1593.19,,,7869.1
6205,6206,forest,7615.69,2909.1,8440.63,8285.45,656.201,1233.31,883.773,2148.2,2567.8,6148.63,441.006,698.796,572.267,1182.11,313.145,1809.38,2005.87,7812.95,5572.16,277.711,7201.74,391.355,,473.663,6909.82,1443.66,1357.69
6207,6208,forest,7653.98,6379.15,7819.69,7261.84,662.31,,3558.45,7976.52,646.021,7615.19,729.989,1020.17,867.87,783.629,675.704,1798.75,1672.88,7612.27,7155.71,793.565,4941.28,489.226,2529.28,455.968,7118.3,1219.31,
6208,6209,forest,7733.45,1412.47,614.826,8110.25,7886.25,7487.24,619.944,3262.3,710.674,8221.34,6771.17,527.563,1361.42,1132.57,253.688,4067.5,659.265,7401.73,1239.56,,1656.75,375.681,1747.96,,7477.67,521.618,7466.01
6209,6210,forest,1046.46,5722.62,616.579,721.39,654.603,809.918,4101.77,4321.59,7120.37,7818.79,7530.08,565.376,6328.55,1127.81,306.457,3093.76,6052.72,5324.43,559.566,6277.89,,1578.81,903.796,7195.27,7346.28,6337.9,5262.89
6211,6212,forest,6885.54,,6150.32,5765.11,319.219,1762.52,3210.81,7193.8,1025.21,319.046,1461.86,1259.79,402.03,638.062,797.837,1599.94,2708.34,2486.48,6347.03,2368.78,4367.63,317.229,2324.4,567.668,5851.61,445.565,446.868
6212,6213,forest,7516.07,4073.26,,8054.21,803.85,,594.71,7983.95,1266.44,7971.02,475.342,2586.58,359.397,1162.0,434.533,3048.05,1129.28,7395.72,3062.87,,3628.13,592.797,4557.74,328.084,7357.1,1267.7,611.705
6213,6214,forest,7781.44,2077.94,8281.64,8110.82,452.872,487.192,474.96,2071.84,4208.85,,527.319,,355.355,,541.712,1659.27,,7886.59,5018.75,,3960.39,188.839,4024.06,,7348.88,502.448,506.529
6215,6216,forest,7724.61,,7567.1,7982.65,351.322,492.882,441.228,6848.59,673.673,487.771,315.593,7303.13,274.813,958.338,385.397,1361.67,1055.2,3672.94,1130.78,2285.98,6789.2,380.576,2585.46,295.142,7314.04,342.676,406.651
6216,6217,forest,7299.46,7889.69,973.714,2566.63,647.276,7778.0,3151.59,7723.89,7612.67,7405.82,5472.54,590.183,558.651,878.161,410.818,2426.71,4637.98,7841.45,1067.78,1873.88,,247.773,6307.79,1815.04,6892.61,4144.71,2104.07
6217,6218,forest,7527.43,3834.49,6250.14,7857.32,2004.61,4609.91,,7813.18,7720.2,7210.61,522.253,2603.18,723.023,1213.6,488.246,3859.61,1131.18,7450.16,,,1722.68,352.825,1129.42,,7277.28,3372.76,659.757
6218,6219,forest,1846.69,7512.66,5436.27,6564.14,,7026.64,6353.44,,4516.91,6513.53,643.95,,1634.33,938.778,1512.2,,3846.03,516.509,5587.06,466.059,7028.9,362.054,1663.64,4354.93,5703.03,1368.79,7538.39
6219,6220,forest,1560.99,7078.99,8021.69,5321.26,419.967,7624.42,5318.04,,2074.41,7651.18,2334.47,1106.41,1666.9,709.603,501.761,3670.37,2052.14,4951.28,1596.14,485.12,5355.32,386.811,992.354,794.456,6851.71,,1022.28
6220,6221,forest,8098.15,8220.52,8532.84,2907.99,433.015,1277.3,4996.89,,507.139,545.675,1361.4,,401.704,605.552,721.357,925.339,2881.44,1011.3,7572.96,1181.09,2716.17,340.008,,566.536,6137.29,499.073,625.342
6221,6222,forest,7573.21,1801.61,8385.34,8351.14,730.006,1329.6,196.839,2250.39,1375.27,4717.65,1686.26,1377.01,1059.0,,509.305,1581.64,1839.78,2835.32,6981.9,914.448,6908.77,546.24,7798.36,749.979,7673.1,1520.92,462.681
6222,6223,forest,7677.6,689.431,7031.96,7933.92,278.562,1068.79,418.092,1597.8,605.196,328.8,314.617,1611.44,342.204,,315.475,1100.61,,499.611,6253.86,,1151.14,260.677,3141.75,283.155,6806.64,,386.343
6223,6224,forest,1284.26,,,549.748,241.687,456.133,1605.82,,1527.4,7211.97,4302.73,358.11,669.164,914.885,922.747,3657.4,4011.05,3352.86,997.847,1963.73,3401.05,403.83,1274.98,1244.39,6688.23,888.345,2443.73
6224,6225,forest,6298.78,711.35,7947.4,4593.2,331.691,,6850.73,3701.4,6673.95,6705.63,2773.44,577.665,1996.78,994.462,618.389,3894.97,3464.76,1255.94,387.924,853.617,6740.28,2754.27,5236.31,1565.36,6222.82,,3872.46
6225,6226,forest,6693.39,6526.93,7699.71,7493.48,190.835,1129.21,,4006.58,1504.65,3459.37,2534.58,4985.06,3266.57,,597.565,1791.13,1882.65,4686.04,5511.04,903.623,5923.76,273.156,7052.34,2086.13,6309.69,725.112,6579.58
6226,6227,forest,3171.97,,7481.48,3939.53,347.59,7190.67,,963.097,6889.35,7127.25,4555.7,582.686,3939.25,,474.766,3740.56,1977.93,6750.68,,470.27,6373.75,334.163,537.017,2467.34,5585.79,4412.2,2665.56
6227,6228,forest,7894.07,4873.62,7698.1,8261.31,623.436,8153.29,1651.17,,,5648.6,,1997.66,,905.327,567.886,1719.43,1317.1,7766.84,7248.96,646.208,6724.8,466.169,,,3578.26,1202.33,548.093
6228,6229,forest,7172.91,2419.98,7864.2,5117.05,425.786,7534.2,7603.51,,753.91,7519.61,2995.26,923.939,2643.64,895.286,1654.96,3324.37,4425.65,4196.02,304.523,,5103.55,1065.36,1369.43,844.441,7471.71,1441.27,5009.89
6229,6230,forest,5739.92,7321.45,7956.98,6112.84,,7941.7,673.3,5977.56,6676.93,7847.67,5092.38,,1525.8,,657.993,4017.45,,7781.96,3306.47,4332.64,1030.52,502.325,,,7403.44,1304.73,4201.64
6230,6231,forest,5625.25,4405.39,4732.72,4451.68,,,621.869,6547.57,,4023.92,4141.6,1233.04,868.746,1254.99,222.328,4094.91,906.525,5771.72,5118.2,6680.49,,356.318,3453.94,629.677,6586.85,5103.49,7372.28
6231,6232,forest,703.413,892.825,1621.51,,240.631,7314.08,978.943,7179.66,6503.89,6514.35,620.231,,1466.17,829.816,,2830.26,1131.57,3113.16,419.726,522.027,5556.95,421.518,2021.34,,6295.0,1989.72,2525.76
6232,6233,forest,8108.66,3262.68,,1339.59,360.655,556.382,1045.07,8275.1,1828.13,310.805,375.59,3872.83,386.591,978.463,,1953.5,4150.73,1112.97,,5571.33,880.803,379.603,799.878,,7619.52,406.937,935.601
6233,6234,forest,7387.76,6410.31,,6571.34,6671.92,,2607.41,7571.87,5941.19,7860.82,7458.65,4571.15,359.988,1324.64,388.901,4819.27,746.903,,5308.31,365.76,5408.59,,,373.667,6596.69,1242.02,4581.6
6236,6237,forest,6400.56,5900.54,1283.35,6812.52,,6590.55,465.384,6725.44,6838.67,6913.37,,767.286,1511.33,776.266,351.469,2866.45,1281.52,1596.89,925.746,1820.93,2109.57,711.38,6350.37,1052.13,6214.12,5272.32,
6237,6238,forest,1586.82,5073.78,1619.08,3550.72,614.017,7320.43,1229.31,756.954,966.802,7098.29,2702.37,1523.47,833.093,743.774,565.586,3575.93,1743.88,3719.13,662.456,1303.21,7004.65,371.475,2383.03,462.591,6129.53,606.626,588.38
6240,6241,forest,7805.73,4903.7,5378.71,8293.76,313.86,7860.61,4783.87,7802.08,1481.73,498.273,382.675,,427.568,,541.525,1621.62,4066.22,632.46,7028.53,1019.86,1133.44,310.592,7915.4,476.615,7419.77,368.878,1287.96
6241,6242,forest,7192.33,4156.18,4524.46,7333.33,,687.084,948.663,3092.11,477.315,497.249,301.075,2462.08,392.735,828.732,329.623,1061.35,1557.73,589.153,2165.1,4168.7,1464.75,245.177,589.562,391.415,5474.59,318.72,462.74
6242,6243,forest,5065.65,842.477,,8087.66,230.382,2304.34,,,629.25,1564.64,520.405,1799.43,2356.6,,438.765,1450.21,3254.54,2069.98,2548.33,669.265,7167.31,276.575,7493.03,817.528,6759.67,378.622,3400.11
6243,6244,forest,8102.93,1106.75,8455.5,8354.93,3262.42,8127.86,304.292,,2589.83,,1153.82,1158.8,801.035,1462.59,377.503,4171.26,2172.71,7839.6,2068.88,6163.15,7095.55,984.202,7558.69,,7545.54,1942.8,519.59
6244,6245,forest,7731.95,1246.06,8347.0,8199.51,,,,,5270.39,633.723,228.948,,487.506,1355.76,378.837,1764.96,2238.65,7918.54,7283.11,1459.41,1039.68,426.337,1858.27,428.435,7523.46,799.67,1067.21
6245,6246,forest,6031.54,2293.06,1132.13,4445.77,4024.71,2576.93,354.967,4002.95,,5497.03,1308.99,1914.25,2753.55,1385.64,330.626,2996.15,1909.73,3983.24,4311.38,487.46,5634.24,499.016,6042.37,3359.44,5220.77,2106.81,
6246,6247,forest,7118.78,7678.47,7447.23,7549.3,165.567,,5593.61,4650.53,784.503,7186.28,5709.47,1419.03,2522.65,656.489,509.875,2441.55,3797.4,1379.38,7070.63,2880.04,7445.96,404.8,2705.95,1721.44,,935.295,7343.9
6247,6248,forest,5473.9,3446.38,3580.78,3382.38,2630.32,2033.03,273.613,2084.28,1099.92,7378.37,,3173.08,1123.55,1190.94,263.168,3782.74,,2699.29,4213.76,625.693,1220.6,389.686,3439.83,673.452,4560.89,1173.35,
6250,6251,forest,7690.67,1616.94,8089.09,8001.47,467.193,1466.1,549.915,7705.85,7671.64,4496.24,364.486,2455.68,315.338,,724.513,,1698.77,7712.69,1794.45,907.253,827.072,354.501,554.744,315.601,,2870.9,535.378
6251,6252,forest,7906.45,7819.4,1691.65,8044.2,673.691,8053.22,1819.87,1083.66,771.111,7556.04,549.23,1663.31,1256.5,809.666,518.65,1426.35,1654.23,7963.61,4104.24,459.899,7746.66,,4144.74,,7329.62,911.165,953.943
6252,6253,forest,7861.55,1288.49,4030.33,7881.25,2528.2,7881.63,6429.58,5348.73,4720.69,,3431.43,580.473,359.245,920.433,585.524,2578.45,886.117,7642.36,2520.77,1699.68,3762.43,293.503,5785.87,955.814,7370.62,,6134.14
6254,6255,forest,635.064,4283.51,1873.16,850.592,455.62,7175.75,6937.23,569.71,1945.41,7057.33,,628.187,1004.93,758.739,782.351,2792.55,1132.72,4821.56,494.488,455.375,2241.29,317.533,549.49,1353.66,6481.32,2880.95,
6255,6256,forest,6908.06,,8414.76,8296.33,787.649,1046.82,326.782,2344.57,2885.54,1723.94,1082.49,1207.18,965.016,1297.85,529.457,3210.8,1402.55,5431.53,7481.87,4885.39,6929.59,609.14,7386.69,1258.64,6521.69,3465.09,536.934
6256,6257,forest,7396.71,642.735,,6295.67,6304.69,5742.35,724.575,799.7,2246.87,7732.09,,791.213,443.366,1005.8,366.339,3785.56,664.306,6702.85,1572.49,7862.43,,267.982,,,,,3048.03
6257,6258,forest,7413.19,1448.14,801.385,7886.62,807.783,6952.34,960.755,7830.58,6811.87,541.843,326.645,2067.91,523.753,1344.63,482.852,1180.83,,7444.96,6825.16,,1077.19,,414.743,415.895,6899.07,631.892,786.97
6258,6259,forest,7419.4,7354.12,2197.45,7938.15,7379.72,7324.78,7142.67,6715.81,743.281,7297.17,2327.14,637.218,955.981,1173.38,296.399,4101.55,649.665,6960.04,6819.16,769.829,1221.14,343.781,2871.4,620.255,6759.1,684.558,6629.66
6259,6260,forest,,896.708,7863.62,7738.47,322.511,1607.86,659.644,7307.5,619.454,826.621,312.666,6303.45,373.15,1039.31,384.209,1590.44,1061.84,6953.87,6757.79,7459.9,1937.07,411.428,598.371,319.087,6470.25,,347.895
6260,6261,forest,7654.23,451.404,6214.42,7904.09,396.856,469.818,494.091,,6153.47,981.579,266.684,1316.06,302.222,,420.392,1630.38,,7480.15,4889.72,623.158,1686.96,357.238,975.181,314.086,7337.74,583.57,470.681
6262,6263,forest,7785.29,503.091,,8048.7,217.1,,593.456,,741.053,449.959,282.393,2408.35,870.063,1093.1,459.137,1311.09,1898.37,481.997,2246.48,1052.91,7063.7,338.714,7301.43,,7242.45,299.624,617.812
6264,6265,forest,7048.21,5535.17,8035.49,7884.07,243.392,749.315,987.589,7259.25,543.469,402.822,366.007,5630.97,276.812,912.844,403.582,1315.53,2118.33,906.922,945.599,7811.46,1055.75,356.125,4348.45,341.084,6537.45,294.926,563.886
6265,6266,forest,7763.7,388.031,7997.42,7917.17,868.941,1174.49,669.325,5798.48,507.137,3662.21,,2560.48,381.103,886.663,1919.08,2403.08,,907.034,6945.51,468.867,2103.22,353.019,421.111,627.178,7142.2,501.031,1174.8
6267,6268,forest,7580.02,,6839.68,8077.12,663.141,6947.43,699.637,,590.302,6766.68,545.445,1133.37,956.665,790.576,602.506,1508.02,1351.26,7719.32,7387.54,885.941,649.05,,7514.42,416.769,6925.75,945.403,687.434
6268,6269,forest,6864.77,2231.84,7805.23,7787.77,355.578,,380.675,7925.33,733.662,7994.34,258.344,,333.758,968.957,456.472,2434.6,1082.49,6605.43,5463.09,358.008,2065.28,471.709,1750.7,376.143,7247.15,,467.313
6269,6270,forest,7715.01,2264.3,7681.82,968.979,370.443,,609.314,7622.8,2836.17,321.399,380.169,,395.683,,306.172,1916.14,3801.67,2893.42,6804.42,,743.101,398.777,1429.32,,6624.66,401.854,1119.99
6270,6271,forest,5235.89,7316.15,715.346,7240.37,1540.28,7633.04,2333.69,5585.72,2819.87,7681.78,612.764,1021.89,467.227,,,3636.83,1880.74,6442.01,1115.9,2059.43,996.499,360.244,6467.21,1945.94,6992.73,2403.85,5471.17
6271,6272,forest,,8252.79,8106.97,2486.6,701.233,,2878.47,2442.14,1031.08,,683.134,764.456,507.893,546.675,1398.18,2611.99,3069.75,2859.25,3659.59,2445.79,3761.36,,2528.8,770.376,7402.94,1177.33,592.166
6272,6273,forest,1176.18,567.467,384.638,3048.71,358.428,511.079,,322.804,2345.41,321.376,1337.09,2292.68,454.973,1132.03,261.091,2356.91,850.858,1514.37,772.186,1307.67,,323.418,511.496,923.501,1369.17,,918.186
6273,6274,forest,7792.38,,8173.54,8035.27,6298.16,2296.11,742.48,,2086.08,7942.25,1559.93,1034.35,3137.53,1059.54,293.76,3549.71,,7775.04,,1252.0,979.16,390.535,,,7240.28,7120.06,4674.11
6274,6275,forest,7625.41,581.963,8078.24,7943.44,246.908,,5622.12,,,444.162,369.515,3488.03,780.345,,318.258,1180.3,1880.77,510.978,830.578,3313.94,7254.59,303.053,5467.85,379.905,6895.69,290.607,676.513
6275,6276,forest,716.202,7350.82,,7038.45,409.355,5552.6,2264.01,3778.9,2184.45,3508.68,463.274,815.882,468.659,934.688,534.22,1984.82,1310.25,674.319,905.391,294.323,,381.45,848.367,1776.39,6421.18,582.784,
6277,6278,forest,7642.8,2099.77,8297.1,8203.08,555.148,7840.39,1513.03,7411.62,1552.14,516.412,313.252,1820.19,588.809,957.339,568.331,1643.15,2523.82,,5416.06,283.831,1643.25,362.85,,389.711,,831.414,829.656
6278,6279,forest,6129.92,,751.45,822.429,488.755,806.758,7347.57,7294.56,2041.54,6778.34,6667.84,,4762.37,1089.26,1098.88,,6528.56,7505.04,396.171,1994.79,1624.84,3161.03,487.821,3321.81,6622.58,5368.26,
6279,6280,forest,4191.37,481.219,3702.23,7329.05,504.097,5444.22,3281.78,,,750.852,,862.909,585.052,465.551,741.879,1283.39,1478.7,3778.11,3678.77,529.454,1636.57,239.679,2756.33,477.042,6671.62,831.969,650.364
6280,6281,forest,,3082.41,1056.18,678.622,517.974,717.782,809.786,,6707.21,6847.36,3498.2,444.172,2330.91,1131.51,2113.17,2895.97,,7453.03,797.328,7331.98,6572.38,396.094,2065.08,,5719.63,2604.45,4018.28
6281,6282,forest,7777.27,1041.78,,8205.24,486.072,7896.65,599.878,5499.88,975.304,790.078,,872.56,555.285,458.65,1317.78,1884.22,1976.91,6723.4,7029.35,1867.27,,535.07,970.524,,4435.21,700.189,434.741
6282,6283,forest,7452.66,1420.7,8245.06,8321.24,378.702,7797.23,,7872.85,7942.96,7756.19,5911.95,703.688,1956.52,979.559,788.21,4318.56,2612.72,,1437.2,2205.16,603.329,1677.36,6823.34,1269.98,7306.71,2511.04,6775.37
6283,6284,forest,7646.99,1003.37,8042.6,7860.94,,738.751,394.932,7157.1,850.084,421.175,,3184.07,254.872,1004.21,461.329,1417.5,1272.4,2891.06,1157.47,7355.94,1263.47,289.505,,328.075,7046.17,344.28,511.359
6284,6285,forest,7936.14,7194.64,3047.16,6806.07,7056.2,7279.62,723.832,7807.33,5879.58,,7161.87,4660.51,505.157,1367.97,387.862,4060.49,753.995,1680.87,6098.39,468.224,,333.338,7012.89,416.995,6783.64,696.75,7752.79
6285,6286,forest,8074.81,7218.75,,7348.64,7569.53,7644.49,845.266,8003.42,8052.13,8064.16,6015.55,1803.37,568.41,1605.44,312.779,3700.32,669.945,6933.1,6153.57,3544.44,959.996,472.998,7341.96,1709.54,,,7346.33
6286,6287,forest,7805.36,1336.14,8167.45,8222.61,1086.33,,,6017.37,1206.72,3903.96,,1210.44,1466.02,1382.93,464.247,1836.14,2159.09,5671.63,3287.57,1125.39,6020.02,750.338,7025.65,1062.94,7461.95,4950.97,497.163
6287,6288,forest,7141.07,6806.71,4451.27,7441.05,603.472,,4449.78,2866.18,7404.58,7110.59,4814.33,813.479,3311.04,846.257,1422.8,2499.7,,3747.91,1662.62,1966.05,3868.75,392.361,1961.41,3932.93,5806.56,1380.46,6897.21
6288,6289,forest,1797.1,7866.59,8134.65,7921.86,155.664,3060.53,7729.43,2141.29,817.252,793.659,775.741,2241.22,454.205,1303.55,720.466,1541.78,1498.34,575.809,6814.78,539.42,6889.68,,7844.69,1345.89,7384.59,446.915,959.396
6289,6290,forest,,,1028.78,7511.47,694.192,7179.11,5299.84,7270.52,7777.33,8101.97,6269.43,,695.037,918.306,595.51,2190.95,,5397.18,293.358,6254.67,5937.17,294.932,3254.83,4539.06,7542.92,6050.61,3479.39
6290,6291,forest,7827.47,7680.45,,6952.37,979.589,3820.61,1086.71,2235.33,2477.79,4225.89,477.273,726.35,1109.43,1119.57,354.012,1654.71,1748.18,5534.84,7318.77,552.404,7283.65,506.965,,,6489.85,,561.545
6291,6292,forest,2371.99,1024.08,6511.48,5991.4,775.322,5084.13,6047.82,4093.58,5522.53,6551.52,1112.57,,4089.85,738.861,1057.82,3516.67,2687.9,579.097,3363.28,,6305.46,372.839,2900.94,4311.34,5137.16,3161.38,7278.4
6292,6293,forest,6813.69,7881.29,8076.84,7959.97,153.513,6295.35,4432.96,7388.26,699.837,,359.789,1317.03,367.565,,668.494,1500.27,,790.849,3613.86,,7190.94,314.615,,,7040.48,461.611,472.806
6293,6294,forest,6351.66,2625.26,1466.46,4099.94,885.484,6506.14,1564.37,835.085,827.619,8075.71,904.064,1717.71,460.185,,,4164.15,645.219,591.189,,742.713,,790.781,1728.79,1157.03,7285.15,826.688,2947.19
6295,6296,forest,7578.95,,,7135.94,589.944,2246.21,4123.24,2467.51,560.511,3875.65,391.883,1332.53,514.719,587.978,465.492,,1281.84,,7050.33,1968.71,1357.62,398.001,1028.5,587.928,6819.91,873.627,611.942
6296,6297,forest,7489.07,545.671,7865.61,7826.21,212.771,598.004,,6740.52,735.831,,315.894,2375.66,985.066,1041.68,383.863,1603.8,2150.05,500.719,3203.58,2423.95,6938.0,320.995,7060.76,589.024,6342.64,274.966,734.46
6297,6298,forest,8048.25,,8350.73,2212.35,478.613,2773.57,,8232.09,539.292,3837.47,3918.03,2055.92,394.126,535.278,790.407,1145.95,,,7326.79,357.85,711.776,608.693,,588.294,7204.26,512.159,499.326
6298,6299,forest,7374.89,6343.43,6497.9,6550.72,6781.12,7135.4,364.505,2749.17,3121.61,7762.23,7817.53,4669.52,393.683,1258.97,310.591,2726.97,2610.05,6416.56,5636.08,1003.19,2054.51,400.631,6214.98,564.097,6725.95,1345.61,7746.4
6299,6300,forest,7228.11,6790.45,2631.55,7505.26,394.32,7649.46,,7577.57,7798.34,7932.96,,2470.34,2262.06,,429.052,,703.147,7420.51,6903.53,2126.76,,410.586,7598.84,5297.42,7298.75,,4724.9
6300,6301,forest,,,742.173,4867.14,4892.81,5128.01,2982.03,6522.68,5395.85,,7787.04,7295.96,358.488,1369.72,376.036,4542.39,684.034,1595.81,4317.36,489.466,4206.67,,5470.61,339.058,,769.699,7177.85
6301,6302,forest,7122.65,500.025,2189.99,3294.98,6551.47,6823.89,1104.63,2576.22,,,3420.66,741.501,409.8,947.234,493.919,3782.08,662.979,5245.09,1219.43,,1238.13,331.674,5368.47,940.199,6697.86,558.085,6988.09
6302,6303,forest,7781.75,7705.06,2257.34,5939.32,283.031,1160.27,6490.73,2141.2,483.892,261.815,609.497,1330.1,389.387,938.935,308.224,1191.77,2243.9,546.208,7030.1,7949.41,,294.779,1048.08,330.855,6849.14,264.199,452.673
6303,6304,forest,7260.12,6735.7,1804.97,4796.35,1955.2,6623.27,2868.28,5641.97,6449.49,7398.47,707.682,1106.58,460.741,730.784,,2908.22,1189.98,6587.74,1760.6,1575.51,4155.0,511.905,5867.74,825.455,6755.09,3215.31,6435.44
6304,6305,forest,7508.96,,7812.67,2563.51,361.621,7870.31,3720.67,636.165,,403.471,1707.52,1225.86,,,479.708,963.052,2943.06,1966.4,6095.06,5396.36,1734.85,336.901,5940.02,404.442,6806.31,,556.455
6306,6307,forest,7636.77,2587.96,,,758.109,,413.316,7985.32,7885.21,6043.19,,4890.35,479.269,1054.48,580.833,2051.16,1534.87,7826.91,,,789.537,343.334,423.215,326.189,7316.38,961.328,603.053
6307,6308,forest,582.652,,8032.79,1933.8,348.176,7409.72,5135.01,1310.3,1565.61,5314.2,363.33,600.716,411.921,,905.469,2147.32,1097.04,687.596,1041.62,405.352,2809.83,,448.527,1174.49,6202.12,502.701,475.146
6308,6309,forest,6408.96,,7464.64,4274.59,335.807,7507.13,6485.71,654.046,6066.69,6538.29,6141.3,542.678,4983.83,762.148,,,,7653.92,,653.515,2097.0,793.369,635.774,1248.0,7027.58,2618.87,6514.63
6309,6310,forest,6657.73,4175.16,3727.54,,6537.77,7037.61,251.295,,6448.0,4492.31,1072.55,2521.16,3295.85,1368.1,297.85,2375.66,2210.18,3377.29,5076.74,,5546.41,483.994,5783.23,953.383,6088.55,4474.89,2185.31
6310,6311,forest,7578.78,5977.45,,8050.04,597.876,4048.03,1430.92,,994.85,5531.77,574.523,819.237,904.392,,,1601.61,1158.97,7558.38,7108.11,324.444,4791.26,465.564,1869.68,536.299,7067.01,1416.1,670.6
6311,6312,forest,7155.18,5394.34,695.604,727.074,512.146,501.652,7602.39,7842.57,5632.53,7485.7,,482.228,4321.99,1012.12,2180.89,,3818.26,7832.22,1005.66,1971.27,,1707.68,1054.68,1954.91,6822.26,3315.01,7424.24
6312,6313,forest,652.934,5033.88,5930.91,962.461,679.724,7484.49,1583.79,,7159.43,7095.13,6681.19,932.756,2712.5,731.596,523.956,4047.38,1125.58,2944.17,402.812,,6343.93,392.76,383.613,1224.8,,3914.56,1766.23
6314,6315,forest,7591.96,875.7,5648.57,8015.2,541.118,3503.45,1805.85,1471.84,2369.98,7829.13,447.364,1717.66,,844.207,581.867,1553.51,,7792.65,7479.46,320.466,,396.878,1264.78,396.699,,,751.419
6315,6316,forest,6188.55,,8102.84,8050.17,151.388,2546.92,,7679.59,628.574,1342.21,732.117,,469.151,1165.61,596.178,1538.75,3366.08,835.131,6840.23,934.605,4929.84,351.469,6496.31,1189.01,6954.07,,2738.83
6316,6317,forest,7221.49,6645.16,7381.03,1265.27,359.645,6812.6,5423.33,,722.523,,1518.19,,437.336,651.712,1930.47,1140.26,2609.29,3998.7,6890.98,3284.8,778.599,,2847.47,506.48,,,910.913
